timestamp,session_id,weight_grams,port
2026-02-23T19:16:42+02:00,99160f3101894b1993743aa7bd4004d5,23,COM10
2026-02-23T19:16:47+02:00,99160f3101894b1993743aa7bd4004d5,58,COM10
2026-02-23T20:01:41+02:00,d17db7736d6f46c6a74c1adde6be8702,25,COM10
2026-02-23T20:08:15+02:00,c5f1d46c65e54e2a9760aaf69a85473e,15,COM10
2026-02-23T20:21:57+02:00,85f0f1e41a3d49efb1a2f01875510314,22,COM10
2026-02-23T20:34:00+02:00,e80739bff391482d977de929b7006db6,10,COM10
2026-03-01T14:21:29+02:00,58fb8222dd0745fba410f39a56d2d0df,13,COM10
2026-03-01T15:13:07+02:00,a30d0a79aadb40c99c0fdf39543a4be8,15,COM10
2026-03-01T15:13:14+02:00,a30d0a79aadb40c99c0fdf39543a4be8,57,COM10
2026-03-01T18:51:18+02:00,6e07cb13f4834235a0b511f33159730a,42,COM10
2026-03-02T01:03:05+02:00,94f5d28ee9bd40baa35ae06e2267b614,32,COM10
2026-03-02T04:17:58+02:00,no_session,21,COM10
2026-03-02T04:32:25+02:00,20532248f5074fe8b2a7f9735e7cb8d4,25,COM10
2026-03-04T01:09:44+02:00,bab6bad1a4774e9d90e46c097d42bd00,18,COM10
2026-03-04T01:19:13+02:00,dc367614381b474a8a80d578ec97d396,13,COM10
2026-03-04T01:22:34+02:00,no_session,12,COM10
2026-03-04T01:44:02+02:00,no_session,18,COM10
2026-03-04T01:58:23+02:00,no_session,41,COM10
2026-03-04T02:13:49+02:00,no_session,37,COM10
2026-03-04T02:46:20+02:00,072f4daa3c4e44f09798107a5f8f43d7,16,COM10
2026-03-04T03:05:11+02:00,no_session,21,COM10
2026-03-04T03:32:46+02:00,26c92d7a82a8411baaa1a42037055401,16,COM10
2026-03-04T03:33:06+02:00,no_session,22,COM10
2026-03-04T03:43:15+02:00,no_session,25,COM10
2026-03-04T03:43:22+02:00,8ad895f0bb1f45598285bbbdaf654b72,10,COM10
2026-03-04T03:43:28+02:00,8ad895f0bb1f45598285bbbdaf654b72,10,COM10
2026-03-04T03:52:00+02:00,6bb6d44adc1a48a1ae597058cfaa74bd,26,COM10
2026-03-04T03:52:03+02:00,6bb6d44adc1a48a1ae597058cfaa74bd,20,COM10
2026-03-04T03:52:10+02:00,6bb6d44adc1a48a1ae597058cfaa74bd,11,COM10
2026-03-04T03:52:19+02:00,6bb6d44adc1a48a1ae597058cfaa74bd,75,COM10
2026-03-04T05:37:08+02:00,c6583fcf05da4cb48590fe3e3affabca,21,COM10
2026-03-04T05:37:18+02:00,c6583fcf05da4cb48590fe3e3affabca,39,COM10
